SDR Valuations,,,,,
,,,,,
Report date,Currency Unit,Currency amount under Rule O-1,Exchange rate,U.S. Dollar equivalent,Percent change in exchange rate against U.S. dollar from previous calculation
20-Mar-19,Euro,0.38671,1.1359,0.439264,0.035
20-Mar-19,Japanese yen,11.9,111.52,0.106707,-0.215
20-Mar-19,U.K. pound,0.085946,1.32225,0.113642,-0.414
20-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.394028,
,,,     U.S.$1.00 = SDR,0.717346,0.008
,,,       SDR1 = US$,1.39403,
,,,,,
21-Mar-19,Chinese yuan,1.0174,6.6938,0.151991,0.063
21-Mar-19,Euro,0.38671,1.1393,0.440579,0.299
21-Mar-19,Japanese yen,11.9,110.495,0.107697,0.928
21-Mar-19,U.K. pound,0.085946,1.31245,0.1128,-0.741
21-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.395587,
,,,     U.S.$1.00 = SDR,0.716544,-0.112
,,,       SDR1 = US$,1.39559,
,,,,,
22-Mar-19,Chinese yuan,1.0174,6.7196,0.151408,-0.384
22-Mar-19,Euro,0.38671,1.12985,0.436924,-0.829
22-Mar-19,Japanese yen,11.9,110.325,0.107863,0.154
22-Mar-19,U.K. pound,0.085946,1.3145,0.112976,0.156
22-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.391691,
,,,     U.S.$1.00 = SDR,0.71855,0.28
,,,       SDR1 = US$,1.39169,
,,,,,
25-Mar-19,Chinese yuan,1.0174,6.71895,0.151422,0.01
25-Mar-19,Euro,0.38671,1.13095,0.43735,0.097
25-Mar-19,Japanese yen,11.9,110.155,0.10803,0.154
25-Mar-19,U.K. pound,0.085946,1.3188,0.113346,0.327
25-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.392668,
,,,     U.S.$1.00 = SDR,0.718046,-0.07
,,,       SDR1 = US$,1.39267,
,,,,,
26-Mar-19,Chinese yuan,1.0174,6.719,0.151421,-0.001
26-Mar-19,Euro,0.38671,1.13095,0.43735,0
26-Mar-19,Japanese yen,11.9,110.425,0.107765,-0.245
26-Mar-19,U.K. pound,0.085946,1.3242,0.11381,0.409
26-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.392866,
,,,     U.S.$1.00 = SDR,0.717944,-0.014
,,,       SDR1 = US$,1.39287,
,,,,,
27-Mar-19,Chinese yuan,1.0174,6.73075,0.151157,-0.175
27-Mar-19,Euro,0.38671,1.128,0.436209,-0.261
27-Mar-19,Japanese yen,11.9,110.425,0.107765,0
27-Mar-19,U.K. pound,0.085946,1.3225,0.113664,-0.128
27-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.391315,
,,,     U.S.$1.00 = SDR,0.718744,0.111
,,,       SDR1 = US$,1.39132,
,,,,,
28-Mar-19,Chinese yuan,1.0174,6.74525,0.150832,-0.215
28-Mar-19,Euro,0.38671,1.12265,0.43414,-0.474
28-Mar-19,Japanese yen,11.9,110.365,0.107824,0.054
28-Mar-19,U.K. pound,0.085946,1.3121,0.11277,-0.786
28-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.388086,
,,,     U.S.$1.00 = SDR,0.720416,0.233
,,,       SDR1 = US$,1.38809,
,,,,,
29-Mar-19,Chinese yuan,1.0174,6.72245,0.151344,0.339
29-Mar-19,Euro,0.38671,1.12305,0.434295,0.036
29-Mar-19,Japanese yen,11.9,110.745,0.107454,-0.343
29-Mar-19,U.K. pound,0.085946,1.31055,0.112637,-0.118
29-Mar-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.38825,
,,,     U.S.$1.00 = SDR,0.720331,-0.012
,,,       SDR1 = US$,1.38825,
,,,,,
01-Apr-19,Chinese yuan,1.0174,6.71915,0.151418,0.049
01-Apr-19,Euro,0.38671,1.12315,0.434333,0.009
01-Apr-19,Japanese yen,11.9,110.96,0.107246,-0.194
01-Apr-19,U.K. pound,0.085946,1.3105,0.112632,-0.004
01-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.388149,
,,,     U.S.$1.00 = SDR,0.720384,0.007
,,,       SDR1 = US$,1.38815,
,,,,,
02-Apr-19,Chinese yuan,1.0174,6.72485,0.15129,-0.085
02-Apr-19,Euro,0.38671,1.11995,0.433096,-0.285
02-Apr-19,Japanese yen,11.9,111.365,0.106856,-0.364
02-Apr-19,U.K. pound,0.085946,1.3058,0.112228,-0.359
02-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.38599,
,,,     U.S.$1.00 = SDR,0.721506,0.156
,,,       SDR1 = US$,1.38599,
,,,,,
03-Apr-19,Chinese yuan,1.0174,6.71285,0.15156,0.179
03-Apr-19,Euro,0.38671,1.1244,0.434817,0.397
03-Apr-19,Japanese yen,11.9,111.505,0.106722,-0.126
03-Apr-19,U.K. pound,0.085946,1.3173,0.113217,0.881
03-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.388836,
,,,     U.S.$1.00 = SDR,0.720027,-0.205
,,,       SDR1 = US$,1.38884,
,,,,,
04-Apr-19,Chinese yuan,1.0174,6.71855,0.151431,-0.085
04-Apr-19,Euro,0.38671,1.1228,0.434198,-0.142
04-Apr-19,Japanese yen,11.9,111.405,0.106817,0.09
04-Apr-19,U.K. pound,0.085946,1.31475,0.112998,-0.194
04-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387964,
,,,     U.S.$1.00 = SDR,0.72048,0.063
,,,       SDR1 = US$,1.38796,
,,,,,
05-Apr-19,Chinese yuan,1.0174,6.71375,0.15154,0.071
05-Apr-19,Euro,0.38671,1.12295,0.434256,0.013
05-Apr-19,Japanese yen,11.9,111.725,0.106512,-0.286
05-Apr-19,U.K. pound,0.085946,1.30615,0.112258,-0.654
05-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387086,
,,,     U.S.$1.00 = SDR,0.720936,0.063
,,,       SDR1 = US$,1.38709,
,,,,,
08-Apr-19,Chinese yuan,1.0174,6.72235,0.151346,-0.128
08-Apr-19,Euro,0.38671,1.1244,0.434817,0.129
08-Apr-19,Japanese yen,11.9,111.455,0.10677,0.242
08-Apr-19,U.K. pound,0.085946,1.3053,0.112185,-0.065
08-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387638,
,,,     U.S.$1.00 = SDR,0.720649,-0.04
,,,       SDR1 = US$,1.38764,
,,,,,
09-Apr-19,Chinese yuan,1.0174,6.717,0.151466,0.08
09-Apr-19,Euro,0.38671,1.1278,0.436132,0.302
09-Apr-19,Japanese yen,11.9,111.295,0.106923,0.144
09-Apr-19,U.K. pound,0.085946,1.3088,0.112486,0.268
09-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.389527,
,,,     U.S.$1.00 = SDR,0.719669,-0.136
,,,       SDR1 = US$,1.38953,
,,,,,
10-Apr-19,Chinese yuan,1.0174,6.7247,0.151293,-0.115
10-Apr-19,Euro,0.38671,1.12755,0.436035,-0.022
10-Apr-19,Japanese yen,11.9,111.225,0.10699,0.063
10-Apr-19,U.K. pound,0.085946,1.3081,0.112426,-0.053
10-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.389264,
,,,     U.S.$1.00 = SDR,0.719806,0.019
,,,       SDR1 = US$,1.38926,
,,,,,
11-Apr-19,Chinese yuan,1.0174,6.72265,0.151339,0.03
11-Apr-19,Euro,0.38671,1.12835,0.436344,0.071
11-Apr-19,Japanese yen,11.9,111.125,0.107087,0.09
11-Apr-19,U.K. pound,0.085946,1.3098,0.112572,0.13
11-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.389862,
,,,     U.S.$1.00 = SDR,0.719496,-0.043
,,,       SDR1 = US$,1.38986,
,,,,,
12-Apr-19,Chinese yuan,1.0174,6.71525,0.151506,0.11
12-Apr-19,Euro,0.38671,1.1314,0.437524,0.27
12-Apr-19,Japanese yen,11.9,111.955,0.106293,-0.741
12-Apr-19,U.K. pound,0.085946,1.30825,0.112439,-0.118
12-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.390282,
,,,     U.S.$1.00 = SDR,0.719279,-0.03
,,,       SDR1 = US$,1.39028,
,,,,,
15-Apr-19,Chinese yuan,1.0174,6.70895,0.151648,0.094
15-Apr-19,Euro,0.38671,1.13095,0.43735,-0.04
15-Apr-19,Japanese yen,11.9,111.95,0.106297,0.004
15-Apr-19,U.K. pound,0.085946,1.3112,0.112692,0.225
15-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.390507,
,,,     U.S.$1.00 = SDR,0.719162,-0.016
,,,       SDR1 = US$,1.39051,
,,,,,
16-Apr-19,Chinese yuan,1.0174,6.71165,0.151587,-0.04
16-Apr-19,Euro,0.38671,1.13015,0.43704,-0.071
16-Apr-19,Japanese yen,11.9,111.9,0.106345,0.045
16-Apr-19,U.K. pound,0.085946,1.3087,0.112478,-0.191
16-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.38997,
,,,     U.S.$1.00 = SDR,0.71944,0.039
,,,       SDR1 = US$,1.38997,
,,,,,
17-Apr-19,Chinese yuan,1.0174,6.68635,0.152161,0.378
17-Apr-19,Euro,0.38671,1.131,0.437369,0.075
17-Apr-19,Japanese yen,11.9,112.01,0.106241,-0.098
17-Apr-19,U.K. pound,0.085946,1.30465,0.112129,-0.309
17-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.39042,
,,,     U.S.$1.00 = SDR,0.719207,-0.032
,,,       SDR1 = US$,1.39042,
,,,,,
18-Apr-19,Chinese yuan,1.0174,6.7023,0.151799,-0.238
18-Apr-19,Euro,0.38671,1.1254,0.435203,-0.495
18-Apr-19,Japanese yen,11.9,111.925,0.106321,0.076
18-Apr-19,U.K. pound,0.085946,1.30095,0.111811,-0.284
18-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387654,
,,,     U.S.$1.00 = SDR,0.720641,0.199
,,,       SDR1 = US$,1.38765,
,,,,,
19-Apr-19,Chinese yuan,1.0174,6.7035,0.151771,-0.018
19-Apr-19,Euro,0.38671,1.1246,0.434894,-0.071
19-Apr-19,Japanese yen,11.9,111.93,0.106316,-0.004
19-Apr-19,U.K. pound,0.085946,1.3001,0.111738,-0.065
19-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387239,
,,,     U.S.$1.00 = SDR,0.720856,0.03
,,,       SDR1 = US$,1.38724,
,,,,,
22-Apr-19,Chinese yuan,1.0174,6.71125,0.151596,-0.115
22-Apr-19,Euro,0.38671,1.125,0.435049,0.036
22-Apr-19,Japanese yen,11.9,111.92,0.106326,0.009
22-Apr-19,U.K. pound,0.085946,1.2989,0.111635,-0.092
22-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387126,
,,,     U.S.$1.00 = SDR,0.720915,0.008
,,,       SDR1 = US$,1.38713,
,,,,,
23-Apr-19,Chinese yuan,1.0174,6.72095,0.151377,-0.144
23-Apr-19,Euro,0.38671,1.12525,0.435145,0.022
23-Apr-19,Japanese yen,11.9,111.87,0.106373,0.045
23-Apr-19,U.K. pound,0.085946,1.3007,0.11179,0.139
23-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387205,
,,,     U.S.$1.00 = SDR,0.720874,-0.006
,,,       SDR1 = US$,1.3872,
,,,,,
24-Apr-19,Chinese yuan,1.0174,6.72265,0.151339,-0.025
24-Apr-19,Euro,0.38671,1.1209,0.433463,-0.387
24-Apr-19,Japanese yen,11.9,111.865,0.106378,0.004
24-Apr-19,U.K. pound,0.085946,1.29375,0.111193,-0.534
24-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384893,
,,,     U.S.$1.00 = SDR,0.722077,0.167
,,,       SDR1 = US$,1.38489,
,,,,,
25-Apr-19,Chinese yuan,1.0174,6.75385,0.15064,-0.462
25-Apr-19,Euro,0.38671,1.11305,0.430428,-0.7
25-Apr-19,Japanese yen,11.9,111.835,0.106407,0.027
25-Apr-19,U.K. pound,0.085946,1.2874,0.110647,-0.491
25-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.380642,
,,,     U.S.$1.00 = SDR,0.724301,0.308
,,,       SDR1 = US$,1.38064,
,,,,,
26-Apr-19,Chinese yuan,1.0174,6.74165,0.150913,0.181
26-Apr-19,Euro,0.38671,1.11375,0.430698,0.063
26-Apr-19,Japanese yen,11.9,111.75,0.106488,0.076
26-Apr-19,U.K. pound,0.085946,1.29115,0.110969,0.291
26-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.381588,
,,,     U.S.$1.00 = SDR,0.723805,-0.068
,,,       SDR1 = US$,1.38159,
,,,,,
29-Apr-19,Chinese yuan,1.0174,6.73875,0.150978,0.043
29-Apr-19,Euro,0.38671,1.1154,0.431336,0.148
29-Apr-19,Japanese yen,11.9,111.735,0.106502,0.013
29-Apr-19,U.K. pound,0.085946,1.2921,0.111051,0.074
29-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.382387,
,,,     U.S.$1.00 = SDR,0.723386,-0.058
,,,       SDR1 = US$,1.38239,
,,,,,
30-Apr-19,Chinese yuan,1.0174,6.74015,0.150946,-0.021
30-Apr-19,Euro,0.38671,1.1212,0.433579,0.52
30-Apr-19,Japanese yen,11.9,111.325,0.106894,0.368
30-Apr-19,U.K. pound,0.085946,1.30105,0.11182,0.693
30-Apr-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385759,
,,,     U.S.$1.00 = SDR,0.721626,-0.243
,,,       SDR1 = US$,1.38576,
,,,,,
01-May-19,Chinese yuan,1.0174,6.7279,0.151221,0.182
01-May-19,Euro,0.38671,1.12365,0.434527,0.219
01-May-19,Japanese yen,11.9,111.3,0.106918,0.022
01-May-19,U.K. pound,0.085946,1.30655,0.112293,0.423
01-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387479,
,,,     U.S.$1.00 = SDR,0.720732,-0.124
,,,       SDR1 = US$,1.38748,
,,,,,
02-May-19,Chinese yuan,1.0174,6.7392,0.150967,-0.168
02-May-19,Euro,0.38671,1.12025,0.433212,-0.303
02-May-19,Japanese yen,11.9,111.525,0.106703,-0.202
02-May-19,U.K. pound,0.085946,1.30575,0.112224,-0.061
02-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385626,
,,,     U.S.$1.00 = SDR,0.721695,0.134
,,,       SDR1 = US$,1.38563,
,,,,,
03-May-19,Chinese yuan,1.0174,6.74695,0.150794,-0.115
03-May-19,Euro,0.38671,1.11535,0.431317,-0.437
03-May-19,Japanese yen,11.9,111.49,0.106736,0.031
03-May-19,U.K. pound,0.085946,1.2999,0.111721,-0.448
03-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383088,
,,,     U.S.$1.00 = SDR,0.72302,0.184
,,,       SDR1 = US$,1.38309,
,,,,,
06-May-19,Chinese yuan,1.0174,6.78135,0.150029,-0.507
06-May-19,Euro,0.38671,1.1197,0.432999,0.39
06-May-19,Japanese yen,11.9,110.8,0.107401,0.623
06-May-19,U.K. pound,0.085946,1.3109,0.112667,0.846
06-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385616,
,,,     U.S.$1.00 = SDR,0.721701,-0.182
,,,       SDR1 = US$,1.38562,
,,,,,
07-May-19,Chinese yuan,1.0174,6.7839,0.149973,-0.038
07-May-19,Euro,0.38671,1.11975,0.433019,0.004
07-May-19,Japanese yen,11.9,110.58,0.107614,0.199
07-May-19,U.K. pound,0.085946,1.30885,0.11249,-0.156
07-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385616,
,,,     U.S.$1.00 = SDR,0.721701,0
,,,       SDR1 = US$,1.38562,
,,,,,
08-May-19,Chinese yuan,1.0174,6.8008,0.1496,-0.249
08-May-19,Euro,0.38671,1.12035,0.433251,0.054
08-May-19,Japanese yen,11.9,109.985,0.108197,0.541
08-May-19,U.K. pound,0.085946,1.3017,0.111876,-0.546
08-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385444,
,,,     U.S.$1.00 = SDR,0.72179,0.012
,,,       SDR1 = US$,1.38544,
,,,,,
09-May-19,Chinese yuan,1.0174,6.84785,0.148572,-0.687
09-May-19,Euro,0.38671,1.119,0.432728,-0.12
09-May-19,Japanese yen,11.9,109.885,0.108295,0.091
09-May-19,U.K. pound,0.085946,1.2984,0.111592,-0.254
09-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383707,
,,,     U.S.$1.00 = SDR,0.722696,0.126
,,,       SDR1 = US$,1.38371,
,,,,,
10-May-19,Chinese yuan,1.0174,6.8406,0.14873,0.106
10-May-19,Euro,0.38671,1.12335,0.434411,0.389
10-May-19,Japanese yen,11.9,109.775,0.108404,0.1
10-May-19,U.K. pound,0.085946,1.3022,0.111919,0.293
10-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385984,
,,,     U.S.$1.00 = SDR,0.721509,-0.164
,,,       SDR1 = US$,1.38598,
,,,,,
13-May-19,Chinese yuan,1.0174,6.9044,0.147355,-0.924
13-May-19,Euro,0.38671,1.1235,0.434469,0.013
13-May-19,Japanese yen,11.9,109.665,0.108512,0.1
13-May-19,U.K. pound,0.085946,1.30245,0.11194,0.019
13-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384796,
,,,     U.S.$1.00 = SDR,0.722128,0.086
,,,       SDR1 = US$,1.3848,
,,,,,
14-May-19,Chinese yuan,1.0174,6.90875,0.147263,-0.063
14-May-19,Euro,0.38671,1.12295,0.434256,-0.049
14-May-19,Japanese yen,11.9,109.665,0.108512,0
14-May-19,U.K. pound,0.085946,1.29525,0.111322,-0.553
14-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383873,
,,,     U.S.$1.00 = SDR,0.72261,0.067
,,,       SDR1 = US$,1.38387,
,,,,,
15-May-19,Chinese yuan,1.0174,6.9147,0.147136,-0.086
15-May-19,Euro,0.38671,1.11955,0.432941,-0.303
15-May-19,Japanese yen,11.9,109.375,0.1088,0.265
15-May-19,U.K. pound,0.085946,1.2907,0.110931,-0.351
15-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.382328,
,,,     U.S.$1.00 = SDR,0.723417,0.112
,,,       SDR1 = US$,1.38233,
,,,,,
16-May-19,Chinese yuan,1.0174,6.9072,0.147296,0.109
16-May-19,Euro,0.38671,1.1207,0.433386,0.103
16-May-19,Japanese yen,11.9,109.64,0.108537,-0.242
16-May-19,U.K. pound,0.085946,1.2823,0.110209,-0.651
16-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.381948,
,,,     U.S.$1.00 = SDR,0.723616,0.028
,,,       SDR1 = US$,1.38195,
,,,,,
17-May-19,Chinese yuan,1.0174,6.947,0.146452,-0.573
17-May-19,Euro,0.38671,1.11675,0.431858,-0.352
17-May-19,Japanese yen,11.9,109.64,0.108537,0
17-May-19,U.K. pound,0.085946,1.2757,0.109641,-0.515
17-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.379008,
,,,     U.S.$1.00 = SDR,0.725159,0.213
,,,       SDR1 = US$,1.37901,
,,,,,
20-May-19,Chinese yuan,1.0174,6.94585,0.146476,0.017
20-May-19,Euro,0.38671,1.11555,0.431394,-0.107
20-May-19,Japanese yen,11.9,109.915,0.108265,-0.25
20-May-19,U.K. pound,0.085946,1.2741,0.109504,-0.125
20-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.378159,
,,,     U.S.$1.00 = SDR,0.725606,0.062
,,,       SDR1 = US$,1.37816,
,,,,,
21-May-19,Chinese yuan,1.0174,6.93725,0.146658,0.124
21-May-19,Euro,0.38671,1.11455,0.431008,-0.09
21-May-19,Japanese yen,11.9,110.29,0.107897,-0.34
21-May-19,U.K. pound,0.085946,1.26955,0.109113,-0.357
21-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.377196,
,,,     U.S.$1.00 = SDR,0.726113,0.07
,,,       SDR1 = US$,1.3772,
,,,,,
22-May-19,Chinese yuan,1.0174,6.9277,0.14686,0.138
22-May-19,Euro,0.38671,1.11695,0.431936,0.215
22-May-19,Japanese yen,11.9,110.46,0.107731,-0.154
22-May-19,U.K. pound,0.085946,1.26675,0.108872,-0.221
22-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.377919,
,,,     U.S.$1.00 = SDR,0.725732,-0.052
,,,       SDR1 = US$,1.37792,
,,,,,
23-May-19,Chinese yuan,1.0174,6.9396,0.146608,-0.171
23-May-19,Euro,0.38671,1.11355,0.430621,-0.304
23-May-19,Japanese yen,11.9,110.06,0.108123,0.363
23-May-19,U.K. pound,0.085946,1.2646,0.108687,-0.17
23-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.376559,
,,,     U.S.$1.00 = SDR,0.726449,0.099
,,,       SDR1 = US$,1.37656,
,,,,,
24-May-19,Chinese yuan,1.0174,6.91745,0.147077,0.32
24-May-19,Euro,0.38671,1.11875,0.432632,0.467
24-May-19,Japanese yen,11.9,109.68,0.108497,0.346
24-May-19,U.K. pound,0.085946,1.2693,0.109091,0.372
24-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.379817,
,,,     U.S.$1.00 = SDR,0.724734,-0.236
,,,       SDR1 = US$,1.37982,
,,,,,
28-May-19,Chinese yuan,1.0174,6.92775,0.146859,-0.149
28-May-19,Euro,0.38671,1.1189,0.43269,0.013
28-May-19,Japanese yen,11.9,109.375,0.1088,0.279
28-May-19,U.K. pound,0.085946,1.26735,0.108924,-0.154
28-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.379793,
,,,     U.S.$1.00 = SDR,0.724746,0.002
,,,       SDR1 = US$,1.37979,
,,,,,
29-May-19,Chinese yuan,1.0174,6.92565,0.146903,0.03
29-May-19,Euro,0.38671,1.11565,0.431433,-0.29
29-May-19,Japanese yen,11.9,109.405,0.10877,-0.027
29-May-19,U.K. pound,0.085946,1.2643,0.108662,-0.241
29-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.378288,
,,,     U.S.$1.00 = SDR,0.725538,0.109
,,,       SDR1 = US$,1.37829,
,,,,,
30-May-19,Chinese yuan,1.0174,6.927,0.146875,-0.019
30-May-19,Euro,0.38671,1.1137,0.430679,-0.175
30-May-19,Japanese yen,11.9,109.725,0.108453,-0.292
30-May-19,U.K. pound,0.085946,1.2631,0.108558,-0.095
30-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.377085,
,,,     U.S.$1.00 = SDR,0.726172,0.087
,,,       SDR1 = US$,1.37708,
,,,,,
31-May-19,Chinese yuan,1.0174,6.94475,0.146499,-0.256
31-May-19,Euro,0.38671,1.1147,0.431066,0.09
31-May-19,Japanese yen,11.9,108.765,0.10941,0.883
31-May-19,U.K. pound,0.085946,1.25805,0.108124,-0.4
31-May-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.377619,
,,,     U.S.$1.00 = SDR,0.72589,-0.039
,,,       SDR1 = US$,1.37762,
,,,,,
03-Jun-19,Chinese yuan,1.0174,6.9258,0.1469,0.274
03-Jun-19,Euro,0.38671,1.11845,0.432516,0.336
03-Jun-19,Japanese yen,11.9,108.305,0.109875,0.425
03-Jun-19,U.K. pound,0.085946,1.2647,0.108696,0.529
03-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.380507,
,,,     U.S.$1.00 = SDR,0.724372,-0.209
,,,       SDR1 = US$,1.38051,
,,,,,
04-Jun-19,Chinese yuan,1.0174,6.92715,0.146871,-0.019
04-Jun-19,Euro,0.38671,1.12585,0.435377,0.662
04-Jun-19,Japanese yen,11.9,107.95,0.110236,0.329
04-Jun-19,U.K. pound,0.085946,1.269,0.109065,0.34
04-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384069,
,,,     U.S.$1.00 = SDR,0.722507,-0.257
,,,       SDR1 = US$,1.38407,
,,,,,
05-Jun-19,Chinese yuan,1.0174,6.92135,0.146994,0.084
05-Jun-19,Euro,0.38671,1.12615,0.435493,0.027
05-Jun-19,Japanese yen,11.9,108.305,0.109875,-0.328
05-Jun-19,U.K. pound,0.085946,1.27095,0.109233,0.154
05-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384115,
,,,     U.S.$1.00 = SDR,0.722483,-0.003
,,,       SDR1 = US$,1.38412,
,,,,,
06-Jun-19,Chinese yuan,1.0174,6.92995,0.146812,-0.124
06-Jun-19,Euro,0.38671,1.12345,0.434449,-0.24
06-Jun-19,Japanese yen,11.9,108.195,0.109987,0.102
06-Jun-19,U.K. pound,0.085946,1.2691,0.109074,-0.146
06-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.382842,
,,,     U.S.$1.00 = SDR,0.723148,0.092
,,,       SDR1 = US$,1.38284,
,,,,,
07-Jun-19,Chinese yuan,1.0174,6.9494,0.146401,-0.28
07-Jun-19,Euro,0.38671,1.12635,0.435571,0.258
07-Jun-19,Japanese yen,11.9,108.55,0.109627,-0.327
07-Jun-19,U.K. pound,0.085946,1.27165,0.109293,0.201
07-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383412,
,,,     U.S.$1.00 = SDR,0.72285,-0.041
,,,       SDR1 = US$,1.38341,
,,,,,
10-Jun-19,Chinese yuan,1.0174,6.95425,0.146299,-0.07
10-Jun-19,Euro,0.38671,1.13085,0.437311,0.4
10-Jun-19,Japanese yen,11.9,108.605,0.109571,-0.051
10-Jun-19,U.K. pound,0.085946,1.26755,0.108941,-0.322
10-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384642,
,,,     U.S.$1.00 = SDR,0.722208,-0.089
,,,       SDR1 = US$,1.38464,
,,,,,
11-Jun-19,Chinese yuan,1.0174,6.9294,0.146824,0.359
11-Jun-19,Euro,0.38671,1.1317,0.43764,0.075
11-Jun-19,Japanese yen,11.9,108.725,0.10945,-0.11
11-Jun-19,U.K. pound,0.085946,1.27,0.109151,0.193
11-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385585,
,,,     U.S.$1.00 = SDR,0.721717,-0.068
,,,       SDR1 = US$,1.38558,
,,,,,
12-Jun-19,Chinese yuan,1.0174,6.93,0.146811,-0.009
12-Jun-19,Euro,0.38671,1.13185,0.437698,0.013
12-Jun-19,Japanese yen,11.9,108.345,0.109834,0.351
12-Jun-19,U.K. pound,0.085946,1.2734,0.109444,0.268
12-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.386307,
,,,     U.S.$1.00 = SDR,0.721341,-0.052
,,,       SDR1 = US$,1.38631,
,,,,,
13-Jun-19,Chinese yuan,1.0174,6.9327,0.146754,-0.039
13-Jun-19,Euro,0.38671,1.12865,0.43646,-0.283
13-Jun-19,Japanese yen,11.9,108.495,0.109682,-0.138
13-Jun-19,U.K. pound,0.085946,1.26705,0.108898,-0.499
13-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384314,
,,,     U.S.$1.00 = SDR,0.722379,0.144
,,,       SDR1 = US$,1.38431,
,,,,,
14-Jun-19,Chinese yuan,1.0174,6.9323,0.146762,0.006
14-Jun-19,Euro,0.38671,1.1261,0.435474,-0.226
14-Jun-19,Japanese yen,11.9,108.225,0.109956,0.249
14-Jun-19,U.K. pound,0.085946,1.26385,0.108623,-0.253
14-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383335,
,,,     U.S.$1.00 = SDR,0.722891,0.071
,,,       SDR1 = US$,1.38333,
,,,,,
17-Jun-19,Chinese yuan,1.0174,6.93325,0.146742,-0.014
17-Jun-19,Euro,0.38671,1.1219,0.43385,-0.373
17-Jun-19,Japanese yen,11.9,108.685,0.109491,-0.423
17-Jun-19,U.K. pound,0.085946,1.25945,0.108245,-0.348
